body,title,url
" 0 % PULSO SOCIAL0 La película Bohemian Rhapsody nos ha confirmado que Freddie Mercury era una especia de prisma, un hombre con muchas caras y ángulos en los que se puede profundizar. Sabemos que era un genio de la música, de su relación con Mary Austin y Jim Hutton, pero poco sabemos de algo vital: su familia.
En la familia Bulsara son parsis, seguidores de Zoroastro, al que se considera el primer profeta de la historia. En ese círculo creció Farrokh, el hijo mayor de Jer y Bomi Bulsara, quien tuvo que trasladarse a África a causa de su trabajo como cajero de la Secretaría de Estado para las Colonias.
",,http://de10.com.mx/top-10/2018/11/06/la-verdadera-relacion-entre-freddie-mercury-y-su-familia
"[email protected]
La imagen de una pequeña niña ataviada con la vestimenta tradicional del pueblo Triqui observa con ojos atentos a los paseantes de una calle de París, Francia. Se trata de un mural que retrata los primeros años de la cantante Lila Downs y que recientemente fue elaborado por el artista oaxaqueño Joel Merino López, como parte del recorrido que realiza por cinco países de Europa.
Originario de San Juan Copala, una comunidad triqui perteneciente al municipio de Santiago Juxtlahuaca, Joel se ha dado a conocer en el mundo de la plástica por una férrea defensa de las tradiciones y la esencia  de los pueblos originarios, las cuales ha plasmado en su obra. Actualmente este oaxaqueño de 29 años recorre Europa dejando a su paso murales con esta temática.
En un periodo de dos meses, el artista ha intervenido paredes en Bélgica, Francia y España. Sus siguientes paradas contemplan Alemania e Italia. En entrevista telefónica con EL UNIVERSAL Joel cuenta que es la segunda vez que recorre países de Europa con su arte, la primera fue en 2016, siempre fomentando su legado como oaxaqueño y artesano.

—Han recibido muy bien mi trabajo. Estaban intrigados, desconocían todo sobre los pueblos originarios de México y de Oaxaca, dice Joel sobre el impacto que ha tenido su obra.
Esa es precisamente la intención del artista, pues explica que en otros países, e incluso en México se tiende a pensar que las tradiciones y la cosmovisión de estos pueblos es algo que existió en el pasado.
 —Es importante que se esté difundiendo  del otro lado del océano, que se comience a conocer la diversidad tan grande y pluricultural que tiene el país. Y sobre todo  que los pueblos originarios siguen trabajando y resistiendo, que no son el pasado, afirma.

 Joel sabe de lo que habla. Cuando tenía entre 6 y 7 años él y su familia tuvieron que salir de San Juan Copala por las problemáticas sociales que arrastra esa comunidad desde hace años. Desplazados, sus padres se dedicaron a recorrer el país ofreciendo las artesanías de su pueblo: su madre prendas elaboradas en  telar de cintura y su padre piezas de joyería en plata.  Finalmente la familia se asentó en Querétaro, entidad donde existe una comunidad de desplazados triquis que sigue conservando sus usos y costumbres y que  actualmente funciona como la  asociación civil de artesanos Tinujei.
Joel dice que ha sido por esa herencia familiar que la lengua, historia y cosmogonía de su pueblo habitan en sus creaciones. Él mismo se define no sólo como artista sino también como artesano. De ahí también su necesidad de que las representaciones del pueblo triqui conquisten otros territorios, para asegurar su preservación. 
Aunque Joel ha pintado desde que tiene uso de razón, cuenta que su trayectoria profesional  despegó  en 2014. Fue entonces  que su obra  comenzó a exhibirse en museos y galerías. Actualmente algunas de sus piezas forman parte del acervo permanente de la Comisión Nacional para el Desarrollo de los Pueblos Indígenas.

La conquista de la calle
Cuando Joel pinta en alguna calle de París o Bélgica, lo hace rodeado de personas que atestiguan como sus trazos van convirtiéndose en relatos. Aunque trabaja obras en caballete o incluso grabados, el oaxaqueño reconoce que son los murales los que le causan especial fascinación. La razón, explica, se debe a la libertad y el alcance del formato.   
 —Me gusta el grafiti, siempre me ha gustado la relación con la calle por que crecí como artesano vendiendo en ella. Pintar en la calle te garantiza platicar y  conocer gente. Me gustan las relaciones humanas que se mueven alrededor de donde pintas. Es más visible, detalla.
 Pero además del alcance que su obra tiene al intervenir paredes en distintas ciudades del mundo, Joel explica que el muralismo le da libertad. La muestra de sus palabras es el viaje que emprendió a finales de agosto y que lo tendrá recorriendo ciudades de  Europa hasta octubre.
 
Para lograr llevar su arte a distintos países Joel decidió ser autogestivo y no depender de ningún apoyo gubernamental. Sus intervenciones se logran gracias a los recursos que obtiene de la venta de sus obras y artesanías, así como de invitaciones de colectivos que  lo respaldan.
 —Nunca me ha interesado lo institucional, prefiero seguir trabajando por mi cuenta. Compartir con mi pueblo es mi más grande logro, señala.
 En estos meses Joel lo mismo ha tenido intervenciones en un festival en Bruselas, que ha tuneado un tacomovil de un negocio de comida.  El viaje no ha terminado, pero el oaxaqueño ya prepara nuevos proyectos tanto en México como en otros países. La siguiente parada, anuncia, será Chicago.
",Pintor triqui lleva su arte por Europa ,http://oaxaca.eluniversal.com.mx/especiales/25-09-2018/pintor-triqui-lleva-su-arte-por-europa
" 0 % PULSO SOCIAL0 Era sólo cuestión de tiempo antes de que el cine y la televisión voltearan a ver a Joaquín Guzmán Loera, alias “El Chapo”. Después de todo, su vida misma parece sacada de un filme de acción, lo que ha provocado que se realicen adaptaciones con este personaje del mundo del narcotráfico como protagonista.
Apenas esta semana la historia de ""El Chapo"" escribió lo que parece ser su último capítulo. En Nueva York, dio inicio el juicio contra Guzmán Loera por varios cargos de narcotráfico.
Te puede interesar: Las fotos oficiales que se conocen de “El Chapo” Guzmán
Por años, ""El Chapo"" fue el líder más importante del narcotráfico en México, como cabeza del cártel de Sinaloa. En 1993 fue condenado por primera vez a prisión, pero en 2001 escapó escondido en un carro de lavandería.
En 2014 fue recapturado, sólo para convertirse en prófugo un año después al excavar un túnel fuera de la cárcel. Dos años después, las autoridades volvieron a detenerlo.
Ya sea en documentales o dramas tenelovelescos, podrás enterarte de cada detalle en la trayectoria de ""El Chapo"" gracias a estas 5 series y películas sobre la vida de Joaquín Guzmán Loera.
1. El Chapo, la serie
Esta serie dramática de Netflix narra la historia del ascenso, la captura y las fugas del famoso líder del narcotráfico mexicano. Por tres temporadas, el actor Marco de la O se puso en los zapatos de Joaquín ""El Chapo"" Guzmán, en uno de los relatos más detallados que hay sobre este personaje.


",,http://de10.com.mx/top-10/2018/11/05/quien-es-el-chapo-5-series-y-peliculas-sobre-la-vida-del-narcotraficante-mexicano
"
Ante el panorama económico del 2015, el sector empresarial bajó las expectativas de crecimiento de las ventas durante El Buen Fin. En 2014 inicialmente esperaban 10%, sin embargo este año la estimación comienza en 5%.
En 2014 el monto de ventas alcanzó los 197 mil 405 millones de pesos, sobre ese monto se esperaría un aumento de 5%, explicó el presidente del Consejo Coordinador Empresarial (CCE), Gerardo Gutiérrez Candiani. 
Durante la presentación de El Buen Fin, evento en el que se esperan rebajas en los comercios del 13 al 16 de noviembre próximos, el secretario de Economía, Ildefonso Guajardo Villareal, explicó que habrá descuentos de hasta 80% y descartó que el tipo de cambio peso-dólar vaya a tener efectos negativos en las ofertas que se hagan durante esos días.
En esos cuatro días los consumidores que paguen con tarjeta entrarán al sorteo tributario en el que se les devolverá un total de 500 millones de pesos, con el fin de beneficiar a 149 mil compradores que utilicen sus plásticos y que paguen un mínimo de 250 pesos, explicó el jefe del Servicio de Administración Tributaria (SAT), Aristóteles Núñez.
La devolución estará en función del monto de la compra y podrá alcanzar un monto máximo de 10 mil pesos, comentó. 
tcm
",Descarta Guajardo que volatilidad afecte El Buen Fin,https://www.eluniversal.com.mx/articulo/cartera/economia/2015/09/21/descarta-guajardo-que-volatilidad-afecte-el-buen-fin
"En lo que va del año se han presentado 40 casos de menores contagiados con el virus coxsackie en el estado de Querétaro. Este virus generalmente afecta a menores de cinco años y provoca dolorosas llagas en la boca, y sarpullido en manos y pies. Aquí te decimos cómo es esta enfermedad.
El virus de coxsackie, según la Secretaría de Salud, es común durante el verano e inicios del otoño. Se contagia incluso sin presentar síntomas en lugares donde la convivencia es cercana como las escuelas y guarderías.
La forma de contagio es por medio de estornudos, tos, contacto con la persona enferma u objetos contaminados, y heces fecales. Los síntomas pueden presentarse incluso tres días después del contagio.
Los síntomas de la también llamada enfermedad de manos, pies y boca, son: fiebre alta, falta de apetito, dolor de garganta, sarpullido rojo o ampollas en manos y pies, y en algunos casos en el área genital. Lo anterior según el Instituto Mexicano del Seguro Social (IMSS).
No hay un tratamiento específico para combatir esta enfermedad, pero de acuerdo con el IMSS, se deben administrar medicamentos para controlar la fiebre y el dolor, hidratar al menor evitando bebidas ácidas que puedan causar dolor, y para las lesiones se pueden usar sustancias como el polvo coloide.
La Secretaría de Salud recomienda que en caso de presentar algún síntoma se acuda de inmediato a un médico y no optar por la automedicación. Además, informar en los lugares donde asiste el infante para que se tomen medidas preventivas.

",,https://www.elbotiquin.mx/medicina-general/que-es-el-coxsackie
"Conforme se fueron incrementando los enfrentamientos entre grupos criminales, los nuevos jefes de las organizaciones delictivas comenzaron a reclutar a mujeres para que se dedicaran al secuestro y asesinato de sicarios rivales.
A todos sorprendió que ahora las mujeres no sólo se estarían dedicando a lavar dinero o ser la esposa trofeo de los capos, ahora tendrían un papel activo en la lucha que mantiene a nuestro país hundido en la inseguridad.
Una de las sicarias que aparecieron en portadas de todos los medios fue Yesenia Pacheco Ramírez, ‘La Guera Loca’, jefa de sicarios del Cártel del Golfo, que tenía como tarea principal terminar con Los Zetas.
Durante cinco años su nombre fue temido por sus rivales, debido a la sanguinaria forma de asesinar; además tenía el control de extorsiones y secuestros.
Para llegar a la cúpula delictiva tuvo que probar su valía como ""halcón"", es decir, vigilante a sueldo. Después participó en el campo de batalla como sicaria y ganó fama de sanguinaria y ""loca"" al aparece en videos en los que degollaba a sus víctimas.
Se dice que nació en Navolato y la describen como una mujer rubia de esbelta figura, pero sus cualidades físicas fueron opacadas por su brutalidad.
Su vida terminó como estaba predestinada a suceder, de forma trágica.
En julio de 2014 el cuerpo de Pacheco Ramírez apareció con signos de tortura, pero lo escalofriante fue el hecho de que sus rivales la decapitaron.
VER: Las barbies al servicio del narco
 

",El trágico final de la sicaria que enfrentó a los Zetas,http://www.unionjalisco.mx/articulo/2018/11/07/seguridad/el-tragico-final-de-la-sicaria-que-enfrento-los-zetas?platform=hootsuite
"
Texto: Carlos Villasana y Ruth Gómez.Diseño web: Miguel Ángel Garnica.
 

Compara el antes y después deslizando la barra central
(desliza aquí para ver más grande)


En México existen trece Institutos Nacionales de Salud, organismos públicos dedicados tanto a la investigación científica, como a la atención y formación médica, con estudiantes provenientes de toda la República y de otros países.
Como suele pasar con otras instancias públicas, dentro de los límites de la alcaldía de Tlalpan en la Ciudad de México se ubican 9 de los 13 Institutos Nacionales a los que se le suman otros 3 hospitales que, a pesar de que no cuentan con el título de “Instituto Nacional”, son de suma importancia en lo que se conoce como “Zona de Hospitales” al sur de la capital. 
La historia del porqué se concentran tantos complejos médicos en la zona se remonta al siglo XVIII, ya que en ese entonces Tlalpan era considerado un extremo de la ciudad, cuya tranquilidad, además de sus paisajes un poco campiranos, favorecían al tratamiento y recuperación de los enfermos.
De acuerdo al cronista Manuel Valdespino, desde comienzos del siglo XVIII y hasta finales del siglo XIX, decenas de doctores recomendaban dentro del parte médico, que el paciente partiera unos días a San Agustín de las Cuevas - antiguo nombre de la alcaldía de Tlalpan-, para descansar del bullicio y de la contaminación citadina, lo que le permitiría recuperar la salud.
Manuel nos compartió el fragmento de un artículo publicado en el  diario “Águila Mejicana” el 26 de agosto de 1825, donde se relata lo siguiente: “Muy contento iba yo a tener un día de desahogo al pueblo de San Agustín de las Cuevas, pueblo que por su amenidad y abundancia de sus hermosas fuentes, había sido de mi mayor recreo; y proporcionando a mi espíritu una apacible tranquilidad, aquí encontraba un dulce alivio del trabajo, logrando además varias veces el total restablecimiento de mi salud quebrantada”.
Recorte de un artículo del 26 de agosto de 1825, del diario “Águila Mejicana”. Cortesía Manuel Valdespino. 
La recomendación médica de acudir a Tlalpan para reposar siguió durante el siglo XIX y para sus décadas finales -aproximadamente 1880-, cuando se empezó a tener avances en el tratamiento psiquiátrico, la ahora alcaldía fue elegida por los doctores más relevantes y pioneros de esta rama, como lo fueron Rafael Lavista o Adrián De Garay, para establecer clínicas especializadas en salud mental, como lo fue la Casa de Salud de Nuestra Señora de Guadalupe, abierta en 1896.
Recorte del artículo de “El Tiempo” donde se informa de la próxima apertura de la Casa de Salud de Nuestra Señora de Guadalupe. Cortesía Manuel Valdespino.

Manuel ha rastreado varios testimonios sobre cómo era vivir en Tlalpan mientras se estaba enfermo, en “El Tiempo Ilustrado”, publicado el 16 de septiembre de 1910, se narra el ambiente que la Quinta de Salud del Dr. Rafael Lavista ofrecía a sus pacientes:  “(...) Decidió la fundación de una casa de salud en la que los enfermos estuvieran libres de las molestias que necesaria e ineludiblemente hace sufrir a un paciente su estancia en un hospital público (...) Escogió el insigne doctor, la ciudad de Tlalpan para establecer la citada casa y seguramente que no pudo estar más acertado en su elección; Tlalpan disfruta de un clima muy hermoso; durante el verano tiene una brisa constantemente fresca y nunca llega a temperaturas extremas; durante el invierno, el pedregal le protege de los vientos directos del norte, y tampoco llega a sentirse un frío extremado”.
Para 1925, Tlalpan ya contaba con varios establecimientos dedicados a la salud: “3 sanatorios mentales ubicados muy cerca de su plaza principal y 1 sanatorio para enfermos de lepra en el barrio de San Fernando, a las afueras de Tlalpan, por lo que la actividad médica en Tlalpan comenzaba a crecer poco a poco”, nos relata Manuel.
Uno de los Institutos Nacionales nació del Sanatorio de Tuberculosos en Huipulco, nos referimos al Instituto Nacional de Enfermedades Respiratorias “Ismael Cosío Villegas”; el sanatorio fue el resultado del trabajo del Doctor Manuel Gea González, pionero en la investigación de la tuberculosis.
El espacio para este nuevo recinto se encontró en un enorme terreno de 79 mil metros cuadrados, pertenecientes al antiguo Rancho de San Isidro, ubicado entre los pueblos de Tlalpan y Huipulco. En un principio, los habitantes de Tlalpan se opusieron a la construcción de este Sanatorio; sin embargo, fue inaugurado el 16 de marzo de 1936 con el nombre de “Sanatorio para Tuberculosos de Huipulco” y sería el primer antecedente de la ahora gran zona de hospitales de Tlalpan.

Imágenes de la construcción del Sanatorio para Tuberculosos de Huipulco antes de ser inaugurado. En 1982 por decreto presidencial se convirtió en el Instituto Nacional de Enfermedades Respiratorias (INER). Cortesía Manuel Valdespino. 
Según nuestro entrevistado aquí fue donde se formaron “las primeras generaciones de tisiólogos- especialistas en tuberculosis-, del país, con la enseñanza de los maestros más destacados de la época”; ya en 1969 cambió su nombre a Hospital para Enfermedades Pulmonares de Huipulco, ampliando su cobertura a pacientes con otras enfermedades pulmonares.
En 1975 se convirtió en el Instituto Nacional de Enfermedades Pulmonares y finalmente, en 1982 por decreto presidencial se convirtió en el Instituto Nacional de Enfermedades Respiratorias (INER), que al que en 2006 se le añadió el nombre del doctor Ismael Cosío Villegas, en reconocimiento a su trayectoria médica.
A la par del sanatorio para tuberculosos, el Comité Nacional de la Lucha contra la Tuberculosis inauguró en 1947 el “Sanatorio para enfermos avanzados de tuberculosis” que en julio de 1972 se convirtió oficialmente en el Hospital General ""Dr. Manuel Gea González"", siendo uno de los centros que no son Institutos Nacionales pero que son parte de la Zona de Hospitales.
Hospital General ""Dr. Manuel Gea González"" en los años 70. Cortesía Manuel Valdespino.
El 28 de febrero de 1964, abrió sus puertas el Instituto Nacional de Neurología y Neurocirugía “Manuel Velasco Suárez”, en los terrenos que anteriormente fueron ocupados por la Escuela Granja de Tlalpan, no está propiamente al interior de la Zona de Hospitales, pero está a 1.5 kilómetros, lo que lo relaciona con la zona.
En la zona también se encuentran los Institutos Nacional de Ciencias Médicas y Nutrición “Salvador Zubirán”, de Cardiología “Ignacio Chávez”, de Psiquiatría “Dr. Ramón de la Fuente Muñiz”, de Cancerología, de Rehabilitación, de Medicina Genómica y de Salud Pública, es así como Tlalpan se ha convertido en la Zona de Hospitales más importante y grande de Latinoamérica.
Foto aérea donde se señala la actual Zona de Hospitales en Tlalpan. 
Nuestra foto principal es de una protesta de los habitantes de Tlalpan (aunque en la manta se puede apreciar que dice Tlalpam) de los años 30, a quienes no les pareció del todo la instalación del Hospital de Tuberculosos. Cortesía Manuel Valdespino.
La foto comparativa antigua es del ""Sanatorio para tuberculosos de Huipulco"" en 1935, poco antes de su inauguración. Cortesía Manuel Valdespino. La comparativa actual es del ahora Instituto Nacional de Enfermedades Respiratorias. Crédito: INER. 
Fuentes: Entrevista con el cronista de Tlalpan Manuel Valdespino.
 
",Cuando los médicos recetaban ir a tomar aire fresco a Tlalpan,https://www.eluniversal.com.mx/mochilazo-en-el-tiempo/cuando-los-medicos-recetaban-ir-tomar-aire-fresco-tlalpan
"
Te puede interesar 






Kim Kardashian impacta con sexy bikini de terciopelo


La socialité lució su silueta curvilínea en una sesión de fotos en Bali 



",,https://www.viveusa.mx/showbiz/video-kim-kardashian-impacta-con-sexy-rutina-de-yoga-en-la-playa
"La época navideña es sinónimo de felicidad, magia y regalos, a su vez, también es la fecha en que las compras se convierten en un deporte extremo al buscar las mejores ofertas, dentro de establecimientos llenos de gente que quieren lo mismo en un lapso de tiempo realmente corto. 

Si alguna vez has visto la película de ‘El regalo prometido’, protagonizada por Arnold Schwarzenegger en 1996, donde dos padres están en la búsqueda de una figura de acción para sus respectivos hijos en vísperas de Navidad, te podrás dar una ligera idea de las batallas campales a las que se enfrentan los compradores y lo rápido que se acaba todo. 

Te puede interesar 






Estrella de YouTube de 6 años lanzará línea de juguetes para Walmart


Los productos de ""El mundo de Ryan"" se venderán exclusivamente en más de 2 mil 500 tiendas de Walmart en Estados Unidos 




Afortunadamente hoy en día las compras ya no se hacen sólo en tiendas físicas, páginas de compras en línea como eBay y Amazon les dan un respiro a todos aquellos que no alcanzaron nada durante las ofertas o a los que desean evitar aglomeraciones a toda costa. 

No obstante estos sitios pueden ser un arma de doble filo, los revendedores suelen sacar jugosas ganancias aumentando considerablemente los precios establecidos en productos de moda.

No te pierdas 






Amazon venderá árboles naturales para Navidad


Los árboles serán entregados en las casas de los clientes 




Por lo que es importante estar alerta de lo que se quiere y su popularidad dentro del mercado, tomar nota de los deseos de tu familia y en especial de los pequeños de la casa. 

Los juguetes son los productos característicos de la temporada, así que el portal Taveler Leisure se dio a la tarea de enlistar los productos que arrasarán en toda tienda minorista posible previo a la Navidad.

A continuación te dejamos con ellos. 

Scruff-A-Luvs. Se trata de un peludo juguete extraviado que, cuando es rescatado, se convierte en una mascota. 


Fingerlings Hugs. Es una mascota interactiva funcional con baterías en forma de monos, da besos y abrazos, cuando se agita o avienta hace ruidos similares a gritos y risas. 

Juguetes coleccionables ‘The Dinosaur Fingerlings’, es la versión para niños de los muñecos interactivos, viene en forma de dinosaurio, emite sonidos y funciona a través de sensores.

LOL Surprise. Son esferas coleccionables que guardan muñecas y decenas de accesorios. 

Unicorn Poop Slime. Es un pequeño equipo de materiales para fabricar una masa de colores y darle diferentes formas divertidas. 

Potty Dance Baby Alive. Esta muñeca está diseñada para que las niñas la entrenen para hacer del baño por sí sola, trae accesorios incluidos. 

Nintendo labo. Son piezas armables que se convierten en pianos, mochilas o casas, se conectan a un aparato y simular herramientas para un juego virtual. 

",,https://www.viveusa.mx/compras/los-juguetes-mas-populares-para-navidad
"
NUEVA YORK.- Joaquín “El Chapo” Guzmán no hizo ni una pequeña mueca de satisfacción cuando escuchó que uno de los potenciales jurados que podría juzgarle en Estados Unidos confesaba que era “un poco fan” de su figura. El individuo en cuestión, un colombiano de Medellín que había superado su entrevista el lunes, quedó descalificado al preguntar si era posible obtener un autógrafo del sinaloense. 
Tampoco hizo ningún gesto cuando se descubrió que el único jurado que se identificó como mexicano mintió y violó su juramento: si bien en su cuestionario dijo no saber nada sobre El Chapo -algo extraño para alguien de México que ve televisiones en español en EU-, minutos más tarde confesaba que había visto la serie sobre el capo.
Este y otros obstáculos hicieron que la segunda jornada de selección de jurado en el caso de “El Chapo” no fuera tan fluida como la primera. Quizá por el cansancio de las partes, el proceso de entrevistas pareció encallarse ayer en muchos momentos, con descartes de los entrevistados por diversos motivos.
Uno de ellos es el miedo a El Chapo y su entorno, un factor que algunos potenciales jurados están confesando en sus entrevistas personales. Un hombre afirmó que tenía “algunas emociones mezcladas con miedo” sobre el caso; una chica joven dijo estar “totalmente en pánico” cuando leyó noticias que el sinaloense había prometido no hacer matar a los jurados, hasta el punto de sentirse realmente “angustiada”. 
El juez Brian Cogan informó que una de las seleccionadas le relató entre “muchas lágrimas” que no sentía miedo por ella sino que sufría por la salud de su madre, que al enterarse de que podía ser seleccionada para ser jurado del caso le dijo que “tenía que mudarse, encontrar otra casa”. 
Como la vez anterior, hubo historias pintorescas entre los potenciales jurados. Una mujer incumplió todo tipo de reglas y órdenes al leer en la sala con sus desconocidos colegas jurados noticias sobre el caso; otro quedó descartado porque conocía al juez Cogan -“me resulta familiar”, dijo el magistrado-. 
Entre los que pasaron la selección están un hombre de mediana edad que respondió que la persona que más admira en el mundo es el presidente de Estados Unidos, Donald Trump. “Oh sí”, afirmó, diciendo que las políticas anti-inmigrantes de la Casa Blanca no afectarían a su juicio, ni por “su nacionalidad ni por sus creencias religiosas”. “¿Cree que [El Chapo] es un `bad hombre’?”, le interpeló uno de los abogados del capo, Jeffrey Lichtman. “No sé mucho sobre este sujeto”, respondió el jurado.
El de ayer fue un día con muchos fanáticos de series sobre narcotráfico. Una profesora latina en la treintena dijo haber visto la narconovela “El Cartel de los Sapos”, reconociendo que “es ficción y que muchas cosas son exageraciones”. Una joven afroamericana afirmó haber visto el primer capítulo de la serie Narcos, de lo que solo recordaba que “el agente de la DEA es muy guapo”. Una mujer de mediana edad prohibió a su marido que le contara absolutamente nada de la serie de El Chapo en Netflix.
Todas ellas fueron aprobadas. En cambio, cayeron algunas de las figuras pintorescas que pasaron por la sala de juicios el lunes: el imitador de Michael Jackson, por miedo a que su privacidad fuera violada por la “intensa cobertura” mediática de su perfil, y el joven devorador del sándwich “El Chapo” de una tienda cercana a su trabajo, por un problema médico familiar y su “enojo” por el interés mediático en el bocadillo, que teme que le pueda identificar entre sus compañeros. 
Con todo eso, lo importante es que se consiguió el primer objetivo: tener un grupo de 40 personas aceptadas por todas las partes como válidas para integrar el jurado popular. Hizo falta entrevistar a 74 individuos.
De nuevo vestido de civil, El Chapo abandonó el estilo “disco” del primer día y su atuendo fue mucho más formal. Parecía un empresario cualquiera: traje negro, camisa celeste, corbata en tonos azules y plateados. Uno de sus abogados, Eduardo Balarezo, le ajustó el cuello justo antes de empezar la sesión. 
Guzmán repitió la misma rutina que el día anterior, anotando en un bloc de notas y comentando la jugada con Balarezo y las intérpretes que se sentaban a su lado. Debido a su encierro en aislamiento en una cárcel de máxima seguridad dijo tener problemas de audición, y seguir el procedimiento a través de auriculares donde escuchar la traducción del inglés al español le daña el oído.
En dos momentos de descanso entre entrevistados intercambió bromas que le hicieron soltar una carcajada. Durante el resto de seis horas mantuvo un gesto serio, esta vez más atento a los potenciales jurados que tienen que decidir si es culpable o no de los once delitos que se le imputan.
Para este miércoles queda la definitiva fase: la elección final de los 12 titulares (y seis suplentes) que formarán el jurado popular que juzgará a El Chapo. De los 40 seleccionados, la defensa podrá eliminar a diez y el gobierno a seis. Del resto, cada bando podrá eliminar tres de los definidos como potenciales suplentes.
","""El Chapo"" Guzmán, impávido frente a su posible jurado",http://www.eluniversal.com.mx/nacion/seguridad/el-chapo-guzman-impavido-frente-su-posible-jurado
"

Read in English
 El servicio médico de AMLO

Con la desaparición del Estado Mayor Presidencial, nos dicen, todo indica que también dejará de prestar servicio el Centro Hospitalario del Estado Mayor Presidencial, que se encargaba de atender la salud del Presidente de la República. Nos comentan que en dicho centro de salud ya están sacando mobiliario y trasladando personal hacia el Hospital Central Militar. Todo apunta que a partir de diciembre la salud del presidente Andrés Manuel López Obrador quedará en manos del Instituto de Seguridad Social al Servicio de los Trabajadores del Estado (ISSSTE) como todos los demás burócratas o que tendrá que pagar de su bolsa un seguro de gastos médicos o las cuentas de la medicina privada cuando lo requiera.

El nuevo jefe de la Policía Federal

Nos cuentan que en el equipo del presidente electo aún no se conoce a la persona que ocupará el cargo de comisionado general de la Policía Federal, quien sustituirá a partir de diciembre próximo a Manelich Castilla Craviotto. Hay que recordar que el presidente electo Andrés Manuel López Obrador designó en octubre pasado a los mandos de Sedena y de la Marina que lo acompañarán en su sexenio, pero, nos aseguran, a unos días de que presente su plan de pacificación del país, don Andrés Manuel todavía no ha dibujado siquiera el perfil de quien tendrá que tomar las riendas de la corporación policiaca más importante del país y comenzar con su fortalecimiento y renovación. Y lo más relevante, que lo acepte hacer por menos de 108 mil pesos al mes y que esté blindado contra las balas de la corrupción. ¿Tendrá ya AMLO al candidato o candidata?

Ven la mano de Alfaro en sucesión de MC

En el partido naranja ya se preparan para renovar su coordinación nacional, tan es así que ayer nombraron al ex diputado Jorge Álvarez Máynez como secretario general de acuerdos de Movimiento Ciudadano, con lo cual queda descartada su participación para contender por la dirigencia nacional que hoy ocupa Dante Delgado. Nos dicen que quien subirá a la contienda interna es nada más y nada menos que el vicecoordinador y ex coordinador de los diputados, Clemente Castañeda, quien es uno de los principales operadores del gobernador electo de Jalisco, Enrique Alfaro, por lo que de ganar éste el próximo 3 de diciembre, el partido estará bajo el cobijo del jalisciense, y con ello se callarán los rumores de que el mandatario local rompió vínculos con MC, como se dijo después de las elecciones del 1 de julio.

Listas reglas para nuevos magistrados electorales

El lunes en sesión privada los ministros de la Suprema Corte de Justicia de la Nación definieron el proceso para la integración de cinco ternas para igual número de magistrados que llegarán al Tribunal Electoral del Poder Judicial de la Federación. El procedimiento será dado a conocer hoy y las ternas serán puestas a consideración de la Cámara de Senadores, para elegir a los magistrados que ocuparán el cargo del 8 de marzo de 2019, al 7 de marzo de 2028. Cada vacante se abrirá para las salas regionales del Tribunal en Guadalajara, Jalisco; Monterrey, Nuevo León; Xalapa, Veracruz; Ciudad de México y Toluca, Estado de México. Es decir, que se avecina la salida de los magistrados Eugenio Isidro Gerardo Partida Sánchez (Guadalajara), ), Juan Manuel Sánchez Macías (Xalapa), Armando Ismael Maitret Hernández (Ciudad de México) y Martha Concepción Martínez Guarneros (Toluca). En el caso de Monterrey, desde el 4 de noviembre de 2016 el magistrado Reyes Rodríguez Mondragón fue elegido por el Senado para integrar la Sala Superior del TEPJF, por lo que fue designado para sustituirlo, únicamente por el tiempo restante del encargo (2013-2018), el magistrado Jorge Emilio Sánchez Cordero Grossmann, sobrino de la futura titular de la Secretaría de Gobernación, la ministra en retiro Olga Sánchez Cordero que ahora también saldrá.
",El servicio médico de AMLO,https://www.eluniversal.com.mx/columna/periodistas-el-universal/nacion/el-servicio-medico-de-amlo
"
Huehuetoca, Mex.- Dos policías municipales y uno estatal resultaron lesionados con arma de fuego durante un enfrentamiento a balazos con un grupo armado, ocurrido anoche en la colonia San Pedro Xalpa, en este municipio.
Fuentes locales informaron que alrededor de las 19:00 horas de ayer fueron alertados sobre unas 10 personas que dispararon contra policías municipales y estatales, en avenida Guadalupe Victoria, en San Pedro Xalpa, a la altura del campo de futbol de la comunidad.
Añadieron que los agresores lograron huir en una camioneta blanca, que posteriormente abandonaron.
Aseguraron que los policías lesionados fueron trasladados a hospitales para su atención médica.
 



Artículo


Muere mujer policía durante balacera en Famsa de Huehuetoca

Metrópoli


Los hechos ocurrieron en la madrugada del martes, cuando hubo un intercambio de disparos entre unos agentes y presuntos ladrones de una tienda Famsa 








lr
",Enfrentamiento en Edomex deja dos policías municipales y uno estatal heridos,http://www.eluniversal.com.mx/metropoli/edomex/enfrentamiento-en-edomex-deja-dos-policias-municipales-y-uno-estatal-heridos
